baseline_date,ticker,in_weekly_top5,weekly_rank,in_pro30,in_movers,entry_close,max_forward_price,max_return_pct,hit10
2025-11-17,CSCO,True,1.0,False,False,77.77999877929688,80.05999755859375,2.931343295294253,False
2025-11-17,WBD,True,2.0,False,False,22.739999771118164,24.190000534057617,6.37643261888281,False
2025-11-17,GILD,True,3.0,False,False,124.08999633789062,128.6999969482422,3.7150461329685136,False
2025-11-17,GOOGL,True,4.0,False,False,285.0199890136719,328.8299865722656,15.37085090424737,True
2025-11-17,MCK,True,5.0,False,False,855.22998046875,895.5800170898438,4.718033457968573,False
2025-11-17,TWST,False,,True,False,26.459999084472656,31.790000915527344,20.143620617819515,True
2025-11-17,PARR,False,,True,False,44.9900016784668,46.91999816894531,4.28983422643936,False
2025-11-17,CDTX,False,,True,False,217.91000366210938,220.4600067138672,1.1702092647898121,False
2025-11-18,MUR,True,1.0,False,False,30.530000686645508,32.11000061035156,5.175237105045927,False
2025-11-18,GOOGL,True,2.0,False,False,284.2799987792969,328.8299865722656,15.671165043009406,True
2025-11-18,GOOG,True,3.0,False,False,284.9599914550781,328.6700134277344,15.33900311740668,True
2025-11-18,MCK,True,4.0,False,False,860.75,895.5800170898438,4.046473086243818,False
2025-11-18,GILD,True,5.0,False,False,127.18000030517578,128.6999969482422,1.1951538287616748,False
2025-11-19,WBD,True,1.0,False,False,23.09000015258789,24.200000762939453,4.807278488593503,False
2025-11-19,GOOGL,True,2.0,False,False,292.80999755859375,328.8299865722656,12.301488785902537,True
2025-11-19,KRYS,True,3.0,False,False,204.10000610351562,221.83999633789062,8.691812691753476,False
2025-11-19,MUR,True,4.0,False,False,30.3799991607666,32.779998779296875,7.8999331297865405,False
2025-11-19,EW,True,5.0,False,False,86.0199966430664,87.4000015258789,1.604283813842411,False
2025-11-19,NUVB,False,,True,False,7.150000095367432,8.239999771118164,15.24475050646441,True
2025-11-19,MSTR,False,,True,False,186.5,193.52999877929688,3.769436342786525,False
2025-11-20,WMT,True,1.0,False,False,107.11000061035156,112.6500015258789,5.172253649480352,False
2025-11-20,GILD,True,2.0,False,False,124.98999786376953,128.25,2.608210410391121,False
2025-11-20,MDT,True,3.0,False,False,99.3499984741211,106.33000183105469,7.025670321224786,False
2025-11-20,NUVL,True,4.0,False,False,108.01000213623047,112.11000061035156,3.7959433321275826,False
2025-11-20,WBD,True,5.0,False,False,22.8799991607666,24.760000228881836,8.216788186509017,False
2025-11-20,AGIO,False,,True,False,24.56999969482422,29.459999084472656,19.902317665386615,True
2025-11-21,WBD,True,1.0,False,False,23.170000076293945,24.760000228881836,6.862322604023974,False
2025-11-21,WMT,True,2.0,False,False,105.31999969482422,114.88999938964844,9.086592976219432,False
2025-11-21,GOOGL,True,3.0,False,False,299.6600036621094,328.8299865722656,9.734359792322422,False
2025-11-21,AAPL,True,4.0,False,False,271.489990234375,288.6199951171875,6.3096266893760244,False
2025-11-21,STLD,True,5.0,False,False,158.16000366210938,172.94000244140625,9.344966133708898,False
2025-11-21,BE,False,,True,False,89.98999786376953,110.83999633789062,23.169239881175073,True
2025-11-24,ARWR,True,1.0,False,False,44.2599983215332,67.13999938964844,51.694536682762916,True
2025-11-24,AVGO,True,2.0,False,False,377.9599914550781,403.0,6.625042097318912,False
2025-11-24,SRE,True,3.0,False,False,93.91000366210938,94.7300033569336,0.8731760865164029,False
2025-11-24,EXPD,True,4.0,False,False,144.25999450683594,151.25999450683594,4.8523501085176335,False
2025-11-24,ROST,True,5.0,False,False,174.1300048828125,179.0500030517578,2.8254740888891794,False
2025-11-24,GRAL,False,,True,False,111.4000015258789,115.76000213623047,3.9138245517337023,False
2025-11-24,ALAB,False,,True,False,147.75,182.52999877929688,23.53976228717216,True
2025-11-24,STNE,False,,True,False,15.079999923706055,17.81999969482422,18.169759847351408,True
2025-11-25,KSS,False,,True,False,22.420000076293945,25.219999313354492,12.488845796308269,True
2025-11-27,AVGO,True,1.0,False,False,402.9599914550781,407.2900085449219,1.0745526061304966,False
2025-11-27,UPWK,True,2.0,True,False,19.739999771118164,21.3799991607666,8.30800105706151,False
2025-11-27,RIG,True,3.0,False,False,4.409999847412109,4.559999942779541,3.401362824433085,False
2025-11-27,AXSM,True,4.0,False,False,151.5,151.63400268554688,0.08845061752269512,False
2025-11-27,LITE,True,5.0,False,False,325.1600036621094,362.42999267578125,11.462045944740806,True
2025-11-27,KSS,False,,True,False,24.59000015258789,25.219999313354492,2.562013651310613,False
2025-11-27,ARWR,False,,True,False,52.70000076293945,71.5,35.67362232427402,True
2025-11-28,WBD,True,1.0,False,False,24.0,28.34000015258789,18.08333396911621,True
2025-11-28,CADE,True,2.0,False,False,39.84000015258789,42.2400016784668,6.024100192487092,False
2025-11-28,WAB,True,3.0,False,False,208.5500030517578,216.02999877929688,3.5866677622069743,False
2025-11-28,APH,True,4.0,False,False,140.89999389648438,143.47999572753906,1.8310872553693347,False
2025-11-28,VIAV,True,5.0,False,False,17.940000534057617,19.020000457763672,6.02006628514733,False
2025-12-01,JBHT,True,1.0,False,False,179.72999572753906,199.4600067138672,10.977583850965944,True
2025-12-01,RL,True,2.0,False,False,365.8800048828125,368.7300109863281,0.7789455738168805,False
2025-12-01,BG,True,3.0,False,False,96.41999816894531,97.3499984741211,0.9645305152840233,False
2025-12-01,NSC,True,4.0,False,False,289.8299865722656,296.0299987792969,2.1391893504040027,False
2025-12-01,RIG,True,5.0,False,False,4.349999904632568,4.559999942779541,4.827587189676286,False
2025-12-01,MSTR,False,,True,False,171.4199981689453,198.39999389648438,15.739117965074634,True
2025-12-02,RIG,True,1.0,False,False,4.309999942779541,4.559999942779541,5.800464114131132,False
2025-12-02,SPHR,True,2.0,False,False,81.86000061035156,89.37000274658203,9.174202394619568,False
2025-12-02,COMM,True,3.0,False,False,19.510000228881836,20.549999237060547,5.330594546273448,False
2025-12-02,EL,True,4.0,False,False,99.63999938964844,109.62000274658203,10.016061238525475,True
2025-12-02,FIBK,True,5.0,False,False,32.779998779296875,36.04999923706055,9.975596642880081,False
2025-12-02,VERA,False,,True,False,37.25,47.290000915527344,26.953022592019703,True
2025-12-03,DLTR,True,1.0,False,False,112.91999816894531,130.60000610351562,15.657109653967893,True
2025-12-03,CVCO,True,2.0,False,False,586.6900024414062,614.1099853515625,4.673674819078699,False
2025-12-03,PATH,True,3.0,False,False,14.859999656677246,19.84000015258789,33.512790114183574,True
2025-12-03,PSX,True,4.0,False,False,139.85000610351562,144.9600067138672,3.653915185794987,False
2025-12-03,SPHR,True,5.0,False,False,81.47000122070312,93.48999786376953,14.753892798533407,True
2025-12-03,JANX,False,,True,False,17.110000610351562,17.219999313354492,0.6428912862596947,False
2025-12-03,AEO,False,,True,False,23.969999313354492,25.56999969482422,6.675012212362952,False
2025-12-04,APH,True,1.0,False,False,139.4600067138672,142.27000427246094,2.0149128232576974,False
2025-12-04,TTMI,True,2.0,False,False,72.83999633789062,80.58000183105469,10.626037729683112,True
2025-12-04,MUR,True,3.0,False,False,32.5,34.31999969482422,5.599999060997596,False
2025-12-04,RIG,True,4.0,False,False,4.429999828338623,4.559999942779541,2.9345399430787733,False
2025-12-04,DLTR,True,5.0,False,False,115.87000274658203,132.42999267578125,14.291869799483292,True
2025-12-04,PATH,False,,True,False,18.479999542236328,19.84000015258789,7.359310844371292,False
2025-12-04,ACLX,False,,True,False,68.44999694824219,79.75,16.508405486565913,True
2025-12-05,WBD,True,1.0,False,False,26.079999923706055,30.0,15.030675183134367,True
2025-12-05,MUR,True,2.0,False,False,32.75,34.31999969482422,4.793892197936556,False
2025-12-05,RIG,True,3.0,False,False,4.440000057220459,4.559999942779541,2.702700090373522,False
2025-12-05,PTGX,True,4.0,False,False,89.6500015258789,96.54000091552734,7.685442579339541,False
2025-12-05,TTMI,True,5.0,False,False,73.73999786376953,80.58000183105469,9.275839660209485,False
2025-12-05,DBRG,False,,True,False,14.119999885559082,15.550000190734863,10.127480996924664,True
2025-12-05,SATS,False,,True,False,82.0,111.0,35.365853658536594,True
2025-12-05,VSCO,False,,True,False,49.04999923706055,56.33000183105469,14.842003480590504,True
2025-12-05,SLG,False,,True,False,42.59000015258789,46.040000915527344,8.100494835827842,False
2025-12-08,WBD,True,1.0,False,False,27.229999542236328,30.0,10.172605597980766,True
2025-12-08,KRYS,True,2.0,False,False,234.0500030517578,248.59500122070312,6.2144832212323475,False
2025-12-08,LUV,True,3.0,False,False,37.95000076293945,43.540000915527344,14.729907879334947,True
2025-12-08,RIG,True,4.0,False,False,4.440000057220459,4.559999942779541,2.702700090373522,False
2025-12-08,TTMI,True,5.0,False,False,75.43000030517578,80.58000183105469,6.827524201303126,False
2025-12-08,WVE,False,,True,False,18.520000457763672,21.729999542236328,17.332608019061958,True
2025-12-08,CVNA,False,,True,False,447.9800109863281,485.3299865722656,8.33742012365757,False
2025-12-08,ACLX,False,,True,False,74.08000183105469,74.98999786376953,1.2283963420926414,False
2025-12-09,MUR,True,1.0,False,False,32.58000183105469,34.31999969482422,5.340692958804549,False
2025-12-09,RIG,True,2.0,False,False,4.449999809265137,4.389999866485596,-1.3483133786796553,False
2025-12-09,PSX,True,3.0,False,False,139.8800048828125,144.9600067138672,3.6316854830757084,False
2025-12-09,LUV,True,4.0,False,False,38.150001525878906,43.540000915527344,14.128438202006755,True
2025-12-09,KRYS,True,5.0,False,False,234.63999938964844,248.59500122070312,5.947409592292363,False
2025-12-09,WVE,False,,True,False,21.309999465942383,20.739999771118164,-2.6747991980722086,False
2025-12-09,TERN,False,,True,False,42.56999969482422,48.2599983215332,13.366217212824626,True
2025-12-10,CRH,True,1.0,False,False,125.13999938964844,128.9499969482422,3.0445881230433347,False
2025-12-10,MU,True,2.0,False,False,263.7099914550781,268.3800048828125,1.7708898331711076,False
2025-12-10,ALB,True,3.0,False,False,133.2100067138672,149.82000732421875,12.469033686057497,True
2025-12-10,ASO,True,4.0,False,False,55.0,56.95000076293945,3.545455932617192,False
2025-12-10,DJCO,True,5.0,False,False,483.010009765625,539.3400268554688,11.662287727158539,True
2025-12-30,ULTA,True,1.0,False,False,606.8900146484375,675.6500244140625,11.3298963742972,True
2025-12-30,CMI,True,2.0,False,False,513.6099853515625,554.1500244140625,7.893156328483486,False
2025-12-30,HWM,True,3.0,False,False,207.80999755859375,219.38999938964844,5.572398810018564,False
2025-12-30,KRYS,True,4.0,False,False,247.8800048828125,267.4800109863281,7.907054105788691,False
2025-12-30,LHX,True,5.0,False,False,295.4700012207031,338.2300109863281,14.471861640425953,True
2025-12-30,AAP,False,,True,False,39.63999938964844,43.86000061035156,10.645815554187754,True
2025-12-31,LHX,True,1.0,False,False,293.57000732421875,341.82000732421875,16.435602682910556,True
2025-12-31,HUT,True,2.0,False,False,45.939998626708984,62.68000030517578,36.438838003652776,True
2025-12-31,LRCX,True,3.0,False,False,171.17999267578125,222.5800018310547,30.026878931246493,True
2025-12-31,VSCO,True,4.0,False,False,54.16999816894531,66.88899993896484,23.479789920523018,True
2025-12-31,ZETA,True,5.0,False,False,20.350000381469727,24.899999618530273,22.358718190510096,True
2025-12-31,PATH,False,,True,False,16.389999389648438,17.940000534057617,9.45699330158687,False
